original_english,original_rephrase,query_sentence_hindi,matched_sentence_hindi,similarity_score
‘It’s only a game’ 🥴🥴,Look how important these clubs are to their fans!,यह सिर्फ एक खेल है ,इस तरह करती हैं खेल,0.6598236
Wow... the universe gave me the task of a potty training a whole human? the audacity.,I absolutely hate potty training toddlers. ,वाह... ब्रह्मांड ने मुझे पूरे मानव को प्रशिक्षित करने के लिए एक बर्तन का काम दिया?,"मेरी उम्मीदः एक किताब, एक कलम, एक बच्चा और एक शिक्षक दुनिया को बदल सकता है।",0.60773206
Stop gatekeeping retirement living communities. I am mentally and spiritually ready to move in.,Getting old is hard. I miss not having to worry about everything.,मैं मानसिक और आध्यात्मिक रूप से स्थानांतरित करने के लिए तैयार हूँ।,"(vi) पोषक माता-पिता शारीरिक, मानसिक तथा भावनात्मक रूप से स्वस्थ होने चाहिए;",0.6320857
How DARE my friends have jobs/boyfriends/lives they should consider my feelings and be free when I am,I’m upset because I am free today and none of my friends are because they have previous commitments ,मेरे दोस्तों के पास नौकरी / प्रेमी / जीवन है वे मेरी भावनाओं को ध्यान में रखना चाहिए और जब मैं हूं तो स्वतंत्र होना चाहिए,"मृणाल: “क्षण में” प्रदर्शन करना मुझे बहुत महत्वपूर्ण लगता है। अपने निजी जीवन के साथ पल का संबंध रखें और अपनी आंखों और अपने शरीर को आप जो कहना चाहते हैं, उसे व्यक्त करने दें। साथ ही, मनोज बाजपेयी ने मुझसे कहा कि मैं अपने सह-कलाकारों को लगातार देखता रहूंगा और उनके भावों, उनकी भावनाओं पर प्रतिक्रिया करूंगा, जैसे कि वास्तविक जीवन में।",0.61482525
"I unsubscribe from being an adult, its not for me",being an adult is really hard ,"मैं एक वयस्क होने से सदस्यता रद्द, यह मेरे लिए नहीं है","मैं हुआ हूं बूढ़ा, मिशेल नहीं",0.6501755
I still can’t believe England won the World Cup,I still can’t get over the fact England did not win the World Cup ,मैं अभी भी विश्वास नहीं कर सकता इंग्लैंड विश्व कप जीता,WC-2015: ऑस्ट्रेलिया को बिना हराए भी फाइनल में पहुंच सकता है भारत!,0.6024797
"dad: ""are ya sending any of those boys from 5soz (wtf is a 5soz dad) a valentines gift?"" 
me: yes dad yes i am cuz im dating all of them duh",im not dating any of them,"पिताः ""क्या आप उन लड़कों में से किसी को भेज रहे हैं 5soz (WTF एक 5soz पिता) एक वेलेंटाइन उपहार?","बिजनेसमैन के एक बेटे ने बताया, 'उन्होंने हमें पटना से अगवा किया था। बीते पांच दिन तक हमें कुछ खाने को नहीं दिया और मारते-पीटते रहे।'",0.6148951
I don't think Republicans have any self awareness or any idea of how the world works... Nice try though.,"""I really think that older Republicans are lacking in self-awareness in the modern-day. They had a complete misstep and just ended up bullying a teenager.""",मुझे नहीं लगता कि रिपब्लिकन के पास कोई आत्म-जागरूकता है या कोई विचार है कि दुनिया कैसे काम करती है ... अच्छा प्रयास हालांकि।,दुनिया को अमेरिकी की बेहद पेचीदा और पुरानी पड़ चुकी चुनावी व्यवस्था के बारे में कुछ भी नहीं मालूम है. सच तो ये है कि बहुत से अमेरिकी नागरिकों तक को नहीं पता कि उनके यहां की लोकतांत्रिक व्यवस्था कैसे संचालित होती है.,0.6107887
imagine being able to sleep haha can’t relate,I can't sleep ,कल्पना कीजिए कि आप सो सकते हैं,3.नींद पूरी लें,0.61462784
How does one find motivation to do basically anything? Asking for a friend.,"""How does somebody find motivation to do basically anything? I haven't had motivation in ages.""",किसी को कुछ भी करने के लिए प्रेरणा कैसे मिलती है?,एक डूबने वाला आदमी क्यों सपना देखता है?,0.6140953
"I asked my husband to buy dog poo bags when he went out earlier and they'd sold out. So instead of going to another shop, he bought bin bags. So now I still can't clean up after the dog but if I happen to buy a donkey and need to clean up after that, I'm sorted.",I asked my husband to buy dog poo bags but the shop had run out so he bought bin bags instead.  ,"मैंने अपने पति से पहले कुत्ते के कंकड़ के बैग खरीदने के लिए कहा था और वे बिक चुके थे, इसलिए दूसरे स्टोर जाने के बजाय उसने कचरे के बैग खरीदे। इसलिए अब भी मैं कुत्ते के बाद साफ नहीं कर सकता लेकिन अगर मैं एक गधे खरीदता हूं और उसके बाद साफ करने की जरूरत है, तो मैं व्यवस्थित हूं।",जेपी सिंह ने बताया कि उन्होंने डीसी को कहा है कि वह शहर की मार्केटों की पार्किंग में लाइनें लगाकर मार्केट एसोसिएशनों को सोंप दे और इसके बाद वह खुद पार्किंग संभालने के लिए तैयार है। पर पेड पार्किंग को फिर से शुरू न किया जाए और इसे सदा के लिए बंद किया जाए।,0.60548913
did you actually fly on a plane if you didn’t post a picture of the view from your window?,You don’t need to post a picture from airplane window every time you fly since all pictures from the window are practically the same. ,क्या आप वास्तव में एक विमान में उड़ान भरी अगर आप अपनी खिड़की से दृश्य की एक तस्वीर पोस्ट नहीं किया?,यहां तक कि होटल के बाहर बंदूकों को देखकर भी इन्होंने सच का लाइव वीडियो बना दिया।,0.63114107
Love seeing 15 year olds being vaccinated in the states when I have to wait till the end of June for my first one,I don't like the fact that younger people in america are getting the vaccine when I still have to wait another month for mine in england ,15 साल के बच्चों को राज्यों में टीका लगवाने को देखना अच्छा लगता है जब मुझे जून के अंत तक अपनी पहली वैक्सीन का इंतजार करना पड़ता है,अमेरिकी में 12-15 साल के बच्चों का हो रहा है टीकाकरण,0.60051036
"I asked my husband to buy dog poo bags when he went out earlier and they'd sold out. So instead of going to another shop, he bought bin bags. So now I still can't clean up after the dog but if I happen to buy a donkey and need to clean up after that, I'm sorted.",I asked my husband to buy dog poo bags but the shop had run out so he bought bin bags instead.  ,"मैंने अपने पति से पहले कुत्ते के कंकड़ के बैग खरीदने के लिए कहा था और वे बिक चुके थे, इसलिए दूसरे स्टोर जाने के बजाय उसने कचरे के बैग खरीदे। इसलिए अब भी मैं कुत्ते के बाद साफ नहीं कर सकता लेकिन अगर मैं एक गधे खरीदता हूं और उसके बाद साफ करने की जरूरत है, तो मैं व्यवस्थित हूं।","यशोदा ने आगे बताया कि- 'बहुत कोशिशों के बाद मुझे उनके लिए दादर में एक अस्पताल मिला, जहां वो दो दिनों तक रहे और फिर डॉक्टर्स ने कहा कि उन्हें ICU की जरूरत है और उनके पास वो उपलब्ध नहीं था। ऐसे में मरीज को दूसरे अस्पताल में शिफ्ट करना पड़ेगा। इसके बाद मैंने ICU बेड ढूंढ़ने के लिए कम से कम 500 कॉल किए... मेरे एक दोस्त ने गोरेगांव में एक छोटे से अस्पताल में ICU बेड का इंतजाम करवाया'।",0.6034255
just found ive been walking on a broken foot for the past 6 months 🤪🤪🤪,Just found out I've been walking on a broken foot for the past six months :( may have to get surgery again,बस पाया मैं पिछले 6 महीने के लिए एक टूटा पैर पर चल रहा था ,तो आखिर इन दो महीनों में ऐसा क्या हो गया?,0.6122784
Old people don’t deserve rights,old people suck,बुजुर्गों को अधिकार नहीं हैं,बुजुर्गों को करना पड़ेगा इंतजार,0.6546578
Only posting selfie’s?? On YOUR own Instagram account?? Crazy right,It's my Instagram for a reason why wouldn't it be all pictures of me?,केवल अपने स्वयं के इंस्टाग्राम खाते पर सेल्फी पोस्ट करना? पागल सही,हाल ही में आपका इंस्टाग्राम पोस्ट आपके कठिन समय के बारे में है?,0.66309506
I accidentally made butter when trying to whip cream this morning and I think that’s a great representation of how I’ve reached my capacity for working from home,Having my cream ruined by accidentally making butter makes me feel it represents the lack of productivity I’m able to have while working at home ,मैंने आज सुबह क्रीम पीसने की कोशिश करते समय गलती से मक्खन बनाया और मुझे लगता है कि यह एक महान प्रतिनिधित्व है कि मैंने घर से काम करने की क्षमता कैसे हासिल की है,अक्सर देखा जाता हैं क जब भी घर में कोई स्पेशल दिन आता हैं तो सेलेब्रेशन के तौर पर केक काटा जाता हैं और ज्यादातर लोग घर पर ही इन्हें बनाना पसंद कर रहे हैं। ऐसे में आज हम आपके लिए घर पर ही ‘टूटी-फ्रूटी केक’ बनाने की Recipe लेकर आए हैं जो बच्चों के चहरे पर मुस्कान लाएंगे। तो आइये जानते हैं इसकी Recipe के बारे में।,0.6038308
Stop gatekeeping retirement living communities. I am mentally and spiritually ready to move in.,Getting old is hard. I miss not having to worry about everything.,मैं मानसिक और आध्यात्मिक रूप से स्थानांतरित करने के लिए तैयार हूँ।,"अब मैं बहुत बेहतर है, और योगिक सांस लेने पर विचार करने के लिए तैयार हूं। मेरे शोध के दौरान, मुख्य रूप से पढ़ने और ब्राउज़ करने से, इसने मुझे चौंका दिया कि संभवतः, श्वास के साथ-साथ योग में मेरी यात्रा के लिए शवासन एक बहुत अच्छी शुरुआत है। मुझे यह जानकर अच्छा लगेगा कि क्या आप कोच छात्रों को वीडियो बेचते हैं, या क्या आप मेरे साथ ऑनलाइन काम करने के लिए एक गाइड दे सकते हैं (मैं सिंगापुर में रहता हूं) क्या आपके पास सिंगापुर, और चेन्नई भारत में आपके द्वारा प्रमाणित शिक्षक हैं?",0.62354845
Sleep? What’s that... I’ve never heard of it?,I haven't been able to sleep all night,नींद क्या है ... मैंने इसके बारे में कभी नहीं सुना है?,बिस्तर बनाने का सपना क्यों?,0.6283015
"It's nice to see some heritage organisations are doing the right thing and putting the safety of their staff, visitors and volunteers first. Wonder what that's like...
...for reasons, this is aimed at nobody.","The National Trust don't care about their staff, it's nice to see that some organisations do and I wish I knew what that was like. ","यह देखकर अच्छा लगता है कि कुछ विरासत संगठन सही काम कर रहे हैं और अपने कर्मचारियों, आगंतुकों और स्वयंसेवकों की सुरक्षा को सबसे पहले रखते हैं।","कंपनी ने मंगलवार को एक बयान में कहा कि वह कार्यालयों और कारोबारों के लिए सुरक्षित माहौल तैयार करने के लिए एक प्रणाली विकसित कर रही है। यह प्रणाली रोजाना कर्मचारियों, नियोक्ता और आगंतुकों के स्वास्थ्य की निगरानी और उनके संपर्क में आने वाले लोगों पर नजर रखने के काम आएगा।",0.6114943
"I suppose though, we did sign one for the future so, you know, not all gloom and doom...we might be good in 6 years time.",I wish we could have signed a player for the first team. ,"मुझे लगता है, हालांकि, हम भविष्य के लिए एक हस्ताक्षर किया है तो, आप जानते हैं, सभी अंधेरा और विनाश नहीं ... हम 6 साल के समय में अच्छा हो सकता है.","आने वाले कल का स्वागत हम कुछ सपने देखते हुए करते हैं कि वह आज से बेहतर होगा। लेकिन देश समाज और समूचे जगत के हालात को देखते हुए यदि भविष्य की कल्पना करें तो आसार कुछ अच्छे नजर नहीं आ रहे हैं। वर्तमान परिदृश्य जब अंधकारमय दिखाई दे तो आगत में भी रोशनी की किरण धुंधली ही नजर आती है। सबसे बड़े लोकतंत्र के इस देश में न शासन से न तंत्र से यह उम्मीद जगती नजर आ रही है कि वह हमारे लिए कुछ बेहतर करेगा या कर सकता है। पिछले पूरे एक साल पर नजर डालें तो भ्रष्टाचार, घोटाले, महंगाई और राजनीतिक पतन की पराकाष्ठा के तले पिसते हमारे देश की झोली में सिर्फ निराशा और हताशा की काली छाया ही नजर आती है। ऐसे में भला किस मुंह से कहें कि आइए नए साल का स्वागत मुस्कुरा कर करें। इन निरूत्साहित कर देने वाले परिदृश्यों के बावजूद भारत माता के प्रति अटूट श्रद्धा और सम्मान के कारण हमारा मन बार- बार यह कहता है कि 2012 के इस वर्ष में भारतीय मनीषा कुछ ऐसा कर दिखाएगी जिससे आने वाला समय सुखदायी और मंगलमय होगा और यह तभी संभव होगा जब देश का हर एक व्यक्ति अपने मन में दृढ़ निश्चय करके चलेगा कि वह स्वयं के साथ और अपने देश के साथ ईमानदारी के साथ व्यवहार करेगा। ऐसा वही मनुष्य कर सकता है जिन्हें अपनी धरती माता से प्यार है। अब इस प्यार को व्यक्त करने का समय आ गया है क्योंकि वर्तमान परिदृश्य बद- से- बदतर होती जा रही है। इससे बुरा और भी कुछ हो सकता है अब यह कल्पना से परे है। तो आइए हम सब मिलकर कुछ ऐसा कर जाएं ताकि आने वाली पीढ़ी हमें गर्व से याद कर सके। भ्रष्टाचार और घोटालों के प्रदूषण से घिरे इस देश में उम्मीद की किरण तभी नजर आएगी जब प्राथमिकता के आधार पर हम सबके लिए शिक्षा के समुचित साधन उपलब्ध करा पाएंगे। किसी भी देश व समाज की सुख, समृद्धि और सफलता बेहतर शिक्षा से ही लाई जा सकती है। भारत में शिक्षा के गिरते स्तर के गवाह हैं हमारे वे अध्ययन जो समय- समय पर विभिन्न संस्थाओं द्वारा किए जाते हैं। सफलता और विकास के लिए दूसरी जरूरी बात लोगों का बेहतर स्वास्थ्य है और यह बगैर स्वच्छ पर्यावरण के संभव नहीं है। पिछले कुछ दशकों से मानव ने अपनी धरती माता का जिस बेदर्दी से दोहन किया है उसके दुष्परिणाम दुनिया भर में नजर आ रहे हैं। प्रकृति अपने साथ लगातार किए जा रहे बलात्कार का बदला कहीं सूनामी, कहीं भूंकप कहीं बाढ़ तो कहीं सूखा और अब भारत सहित एशिया में पड़ रही भयानक ठंड के रूप में साल दर साल लेती चली आ रही है। यदि धरती के प्रति अपने मानव जीवन के होने का कर्ज उतारना है तो प्रत्येक मानव को प्रकृति के प्रति वफादारी निभाना होगा इसके लिए क्यों न देश के हर बच्चे के नाम आज से ही एक- एक वृक्ष लगाते चलें जाएं। कहा जा रहा है कि आने वाली सदी में न तेल न पेट्रोल बल्कि पानी के लिए लड़ाईयां लड़ीं जाएंगी। जब मालूम है तो क्यों न अभी से पानी बचाने की दिशा में वर्षा जल के साथ नदी, तालाब और पोखरों की स्वच्छता का काम शुरू कर दें। जीवनदायी नदी गंगा मैया आखिर कब तक अपने बच्चों की प्यास बुझा पायेगी जबकि हम लगातार उसकी कल- कल बहती जल धारा में रूकावट तो डाल ही रहे हैं साथ ही त्वरित फायदे के लिए प्रदूषण रूपी विष से उसकी पवित्रता को नष्ट करते चले जा रहे हैं। इन सबके साथ उम्मीद की एक सुनहरी किरण के रूप में हमें अन्ना हजारे जरूर नजर आते हैं। उनके कारण 2011 के साल को जन- अंदोलन वर्ष के रूप में याद किया जाएगा। अन्ना हजारे ने देश की बदहाली से हताश जनता के दिलों को जयप्रकाश नारायण के बाद आंदोलित और उद्वेलित किया है। उन्होंने जन लोकपाल बिल पास करवाने के लिए पूरे देश को झंझकोर दिया है, लेकिन राजनीतिक उठापटक के चलते जनता की आवाज बने अन्ना की जीत अभी कोसो दूर ही नजर आ रही है। आज देश में जो कुछ हो रहा हैं वहां उनकी यह कोशिश उम्मीद की एक किरण मात्र है, इससे एकदम से जादू की तरह किसी क्रांति की उम्मीद नहीं की जा सकती। अत: जरूरी है कि सबके दिलों में जलती अन्ना की इस जागरूकता ज्योति को निरंतर जला कर रखा जाए।",0.6074524
"My dad just said to me, “Hey, you’re kinda skinny, can you slip behind the fridge to look at something?” and it might be the nicest compliment I’ve ever gotten. So guys, go tell your girl you think she’s kinda skinny🥰",Don’t tell your girl shes “kinda skinny”.,"मेरे पिताजी ने अभी मुझसे कहा, अरे, तुम थोड़ा पतला हो, क्या तुम कुछ देखने के लिए फ्रिज के पीछे स्लाइड कर सकते हो? और यह शायद सबसे अच्छा कौतुक है जो मुझे कभी मिला है। तो दोस्तों, अपनी लड़की को बताओ कि तुम उसे पतला लगता है🥰",मुंबई: भारतीय खाद्य सुरक्षा मानक प्राधिकार FSSAI ने आज बंबई उच्च न्यायालय में तर्क दिया कि किसी खाद्य उत्पाद स्नैक के घटिया होने का संदेह ही उत्पाद की बिक्री पर रोक लगाने का तर्कसंगत आधार हो सकता है।,0.6111448
Hey what's the weather like today? Am I going to need an umbrella?,I'm joining in with the rest of Twitter and can't believe how much rain there is,आज मौसम कैसा है? क्या मुझे एक छाता की आवश्यकता होगी?,इस वक्त इतनी जरूरत क्यों है?,0.6350243
I love leaving the doctors office in tears. I need this kid to just decide to leave my body so we can be done and home together.,I hate leaving the doctors office crying. ,"मुझे डॉक्टरों के कार्यालय से आंसू बहा कर जाना बहुत पसंद है, मुझे इस बच्चे को बस मेरे शरीर को छोड़ने का फैसला करने की जरूरत है ताकि हम काम कर सकें और एक साथ घर आ सकें।","बियांका एंड्रीस्कू ने अपने आधिकारिक ट्विटर हैंडल से ट्वीट कर लिखा है, ""यह बेहद मुश्किल फैसला था, क्योंकि मैं मेलबर्न में खेलना काफी पसंद करती हूं लेकिन मुझे अपने टखने और शरीर के बारे में भी देखना है। उन्होंने आगे लिखा, मेरा रिहैबिलिटेशन अच्छा चल रहा है। हर दिन मैं काफी बेहतर और मजबूत महसूस कर रही हूं लेकिन डॉक्टर से परामर्श और अपनी टीम के बातचीत के बाद मैंने फैसला किया है।""",0.6499477
"You know the one thing I really wish I could see? I want  a Piers Morgan esque interview with #LilleeJean where she's forced to explain her shitty behaviour and see if she storms off or comes up with some BS to make her look cute and innocent.

It'd be a fun watch.",It would be interesting to see an actual documentary over a certain beauty blogger covering her events and asking her questions she would otherwise try to avoid.,आप जानते हैं एक बात मैं वास्तव में चाहता हूँ कि मैं देख सकता हूँ? मैं चाहता हूँ एक Piers Morgan esque साक्षात्कार के साथ #LilleeJean जहां वह अपने बकवास व्यवहार की व्याख्या करने के लिए मजबूर किया जाता है और यह देखने के लिए कि अगर वह तूफान से दूर या कुछ बकवास के साथ आता है उसे सुंदर और निर्दोष दिखने के लिए. यह एक मजेदार घड़ी होगी.,"उन्होंने आगे कहा, ""मैं जो कुछ भी कर रही हूं और शो में जो कुछ भी हो रहा है, उसके लिए मुझे तर्क की जरूरत है. अगर वास्तव में इसकी जरूरत है तो यह अलग बात है और मुझे इसके लिए मानसिक रूप से तैयार होना पड़ सकता है. यह पूरी तरह से एक बहुत अलग चीज है. लेकिन पहले मुझे यह जानने की जरूरत है कि शो में इसकी जरूरत क्यों है. इसलिए अगर वो मुझे कोई जवाब नहीं दे पाते हैं तो मुझे नहीं लगता कि मैं कभी ऐसा करूंगी.""",0.6282356
"""friends""",Understand the meaning of being a true friend. ,"""दोस्तों""",कॉमन फ्रेंड्स,0.63814175
I'm just living off salads and yogurt and loving it tbh,I am living on salad and yogurt and it's getting old ,मैं सिर्फ सलाद और दही से जी रहा हूँ और इसे प्यार करता हूँ,हैम और सेम के साथ किरीशक से सलाद,0.6028222
Sleep? What’s that... I’ve never heard of it?,I haven't been able to sleep all night,नींद क्या है ... मैंने इसके बारे में कभी नहीं सुना है?,सवाल: उस रात आपके साथ क्या हुआ?,0.61660707
imagine being able to sleep haha can’t relate,I can't sleep ,कल्पना कीजिए कि आप सो सकते हैं,गहरी नींद जरूर लें,0.6260794
"@JoeTalkShow @EdwardNorton Get ratioed, then tell us more about the ""hate-filled left,"" especially about how the Republicans and independents who voted for Biden are somehow part of that group 🤣","""Biden is a liberal, not a leftist. Liberals are center-right. People who voted for Biden came from everywhere on the political spectrum, including conservatives and independents, so stop trying the blame some imaginary 'hate-filled left.'""","@JoeTalkShow @EdwardNorton अनुपात प्राप्त करें, फिर हमें ""द्वेष से भरे वामपंथ"" के बारे में अधिक बताएं, विशेष रूप से इस बारे में कि कैसे रिपब्लिकन और स्वतंत्र जो बिडेन के लिए मतदान करते हैं वे किसी तरह उस समूह का हिस्सा हैं 🤣","हमारी पार्टी ने ये संकल्प लिया था कि जिस दिन संसद में हमें स्पष्ट बहुमत मिल जाएगा, हमारे जो भी अल्पसंख्यक उत्पीड़न के बाद वहां से भारत में आएंगे तो हम उन्हें भारत की नागरिकता देंगे और हमने नागरिकता का कानून पास किया।",0.6085894
I’ve seen a lot of people on local Facebook groups asking AirBnB owners if they have any availability recently. If only there was a website you could use to find out if an AirBnB was available 🤔,There is a website you could use to check if the airbnb is available ,मैंने हाल ही में स्थानीय फेसबुक समूहों पर बहुत से लोगों को AirBnB मालिकों से पूछते देखा है कि क्या उनके पास कोई उपलब्धता है। अगर केवल एक वेबसाइट होती तो आप यह पता लगाने के लिए उपयोग कर सकते थे कि क्या एक AirBnB उपलब्ध है 🤔,हाल ही में इटली के कुछ फेसबुक के एंड्रायड और आईओएस यूजर्स को फेसबुक इस्तेमाल करते समय नया \'पे विद फेसबुक\' ऑप्शन देखने को मिला। इटली के फेसबुक यूजर्स जिन्होंने अपनी स्थानीय भाषा इटेलियन चुन रखी थी ने बताया कि उन्हें एप्लीकेशन इस्तेमाल करते समय पे विद फेसबुक अकाउंट सेटअप करने का ऑप्शन मिला।,0.60114
I still can’t believe England won the World Cup,I still can’t get over the fact England did not win the World Cup ,मैं अभी भी विश्वास नहीं कर सकता इंग्लैंड विश्व कप जीता,ऐसे इंग्लैंड को नहीं हरा पाएगा पाकिस्तान,0.6070613
Turned 25 today but woke up with $600 from the IRS in my bank account so quarter life crisis has been postponed,My birthday is today and I got my $600 stimulus check from the IRS.,आज मैं 25 साल का हो गया लेकिन आईआरएस से 600 डॉलर के साथ मेरे बैंक खाते में जाग गया इसलिए क्वार्टर लाइफ संकट स्थगित कर दिया गया है,"लेकिन अनन्या अब दिन बदल चुके हैं। मुझ पर लगभग बैंकों का 1 लाख रुपए का कर्ज भी है। तो आप चिंता क्यों करते हैं, मैं हूँ ना। मेरे पास 35-40 हजार रुपए रखे हैं। लेकिन तुम्हारे पास यह रुपए कहाँ से आए।",0.6035062
"Are GoFundMe accounts a form of socialism?  I don’t have enough money to pay my bills, so let me create an account an ask for money to help pay my bills. ??",I would probably word it as a question:  Do you think that using Go Fund Me to ask for money to pay bills is a form of socialism?,"क्या GoFundMe खाते समाजवाद का एक रूप हैं? मेरे पास अपने बिलों का भुगतान करने के लिए पर्याप्त पैसा नहीं है, इसलिए मुझे एक खाता बनाने दें और अपने बिलों का भुगतान करने में मदद करने के लिए पैसे मांगें। ??","अनूप ने कहा, 'अपने क्रेडिट कार्ड का भुगतान करने के लिए मुझे एक पर्सनल लोन लेना पड़ा, क्योंकि मेरे पापा ने मुझे मदद देने से मना कर दिया था।' उन्हें बचत न कर पाने का कोई अफसोस नहीं है, लेकिन हां, उन्हें इस बात का दुख है कि वह अपने पिता की परिवार में किसी भी तरह की वित्तीय मदद नहीं कर पाए, जबकि उसके पापा मार्च में ही सेवानिवृत्त हो चुके हैं।",0.60594714
Is spunk a slur?,I am worried that I may have used a slur by saying the work spunk today ,स्पंक एक slur है?,क्या है सेपक टाकरा,0.6028147
"I hurt my foot like 3 days ago,  I have no idea how, but it hurts to put pressure on it. Love that for me","I really do not love hurting my foot, it's really painful! ","मैं अपने पैर को चोट लगी की तरह 3 दिन पहले, मुझे पता नहीं है कैसे, लेकिन यह दर्द होता है उस पर दबाव डाल करने के लिए.","उन्होंने कहा ,‘‘ घुटने की चोट के 15 दिन बाद मेरे बायें पैर की मांसपेशी में भी खिंचाव आ गया था लेकिन मैंने चुप रहकर चोट के साथ ही खेलने का फैसला किया ।’’",0.60037905
@jabadgo @Nibellion Don’t run it on a school-provided laptop,Are your computer's specs up to par for the game?,@jabadgo @Nibellion इसे स्कूल द्वारा प्रदान किए गए लैपटॉप पर न चलाएं,इन समयों पर न करें फोन का इस्तेमाल,0.6047966
Sleep? What’s that... I’ve never heard of it?,I haven't been able to sleep all night,नींद क्या है ... मैंने इसके बारे में कभी नहीं सुना है?,क्या आपने भी देखा है ऐसा सपना ?,0.6551159
It's soooo great that I've taken pain medication and my back is still hurting 😩😩😩😩😩😩,"I took pain medicine for my back, but it still hurts. ",यह बहुत अच्छा है कि मैंने दर्द निवारक लिया है और मेरी पीठ अभी भी दर्द हो रहा है ,पीठ और कमर दर्द,0.6035909
"I've made a roommate complain tweet every day, and he's done another thing, but I'm tired of negativity so I'm gonna list all the things I like about him! 

Here they are:",My roommate has no redeeming qualities,"मैंने एक कमरे के साथी को हर दिन शिकायत ट्वीट किया है, और उसने कुछ और किया है, लेकिन मैं नकारात्मकता से थक गया हूं इसलिए मैं उसके बारे में सभी चीजों को सूचीबद्ध करने जा रहा हूं! यहाँ वे हैंः","इसके अलावा मॉडल ने 12 अप्रैल को अपने इंस्टाग्राम पोस्ट में लिखा था कि उन्हें फैशन इवेंट्स और पार्टियों में शामिल होना इसलिए बंद करना पड़ा था क्योंकि वह जहाँ भी जाती थीं, वो (जूलियन) मिलता था, परेशान करता था और कहता था कि इस लड़के से बात मत करो, उससे बात मत करो।”",0.6251866
I still can’t believe England won the World Cup,I still can’t get over the fact England did not win the World Cup ,मैं अभी भी विश्वास नहीं कर सकता इंग्लैंड विश्व कप जीता,यहां क्लिक करके जानें इंग्लैंड ने कौन सा वर्ल्ड रिकॉर्ड तोड़ा?,0.62812734
"don't cry because it happened, smile because it's over &lt;3","Don't cry because it happened, be proud that you made it through.","रो मत करो क्योंकि यह हुआ, मुस्कुराओ क्योंकि यह खत्म हो गया है &lt;3","मारना नहीं चाहता था, रो रही थी तो गुस्सा आ गया",0.6138685
How DARE my friends have jobs/boyfriends/lives they should consider my feelings and be free when I am,I’m upset because I am free today and none of my friends are because they have previous commitments ,मेरे दोस्तों के पास नौकरी / प्रेमी / जीवन है वे मेरी भावनाओं को ध्यान में रखना चाहिए और जब मैं हूं तो स्वतंत्र होना चाहिए,4.हर लड़की शादी से पहले पार्टनर से चाहती है कि उसका स्वभाव ईमानदार होने के साथ केयरिंग भी हो। वो रिश्तों को संभालना जानता हो।,0.623075
Stop gatekeeping retirement living communities. I am mentally and spiritually ready to move in.,Getting old is hard. I miss not having to worry about everything.,मैं मानसिक और आध्यात्मिक रूप से स्थानांतरित करने के लिए तैयार हूँ।,"उन्होंने कहा,“ मैं फिलहाल खुश हूं जहां भी हूं। मैं नहीं जानता कि कि आगे क्या होगा। अगले तीन महीने मेरे लिए तैयारी के होंगे। मैं केवल उम्मीद कर सकता हूं कि विश्वकप और एशेज़ में मुझे जगह मिले।”",0.60436094
