original_english,original_rephrase,query_sentence_hindi,matched_sentence_hindi,similarity_score
yes i have little interest in doing things that applies to me,I am depressed and anxious,हाँ मुझे उन चीजों में बहुत कम दिलचस्पी है जो मेरे लिए लागू होती हैं,पसंदीदा गतिविधियों में दिलचस्पी न होना,0.6085722
"@JoeTalkShow @EdwardNorton Get ratioed, then tell us more about the ""hate-filled left,"" especially about how the Republicans and independents who voted for Biden are somehow part of that group 🤣","""Biden is a liberal, not a leftist. Liberals are center-right. People who voted for Biden came from everywhere on the political spectrum, including conservatives and independents, so stop trying the blame some imaginary 'hate-filled left.'""","@JoeTalkShow @EdwardNorton अनुपात प्राप्त करें, फिर हमें ""द्वेष से भरे वामपंथ"" के बारे में अधिक बताएं, विशेष रूप से इस बारे में कि कैसे रिपब्लिकन और स्वतंत्र जो बिडेन के लिए मतदान करते हैं वे किसी तरह उस समूह का हिस्सा हैं 🤣",ट्विटर के सर्वे में सामने आया कि सर्वे में शामिल लोगों में से करीब 72% मानते हैं कि वे ट्विटर पर पोस्ट करके जनता के बीच चुनाव से जुड़े चिंतन में अपनी भागीदारी दे रहे हैं।,0.60856736
My favorite part about running on the track is seeing how high my heart rate gets just walking up the stairs to it.,My heart rate spiked when I walk up the stairs to the track,ट्रैक पर दौड़ने के बारे में मेरा पसंदीदा हिस्सा यह देखना है कि मेरे दिल की धड़कन कितनी बढ़ जाती है बस सीढ़ियों पर चलते हुए।,"वहीं घटना के एक अन्य चश्मदीद ने भी बताया, मैं अपनी कार में था और देखा कि एक सफेद रंग की वैन फुटपाथ पर चढ़ रही हैं। मैंने तेज आवाज सुनी और वैन बस शेल्टर को तोड़ते हुए लोगों को कुचल रही थी। मैंने अपनी कार मोड़ी और वैन का पीछा करना शुरू कर दिया। मैं भाग्यशाली रहा कि वैन ने मुझे हिट नहीं किया।",0.608518
"Wait didn’t covid go away?? It’s after November third so it definitely should be gone now...wait...I’m confused...121,000 cases in a day? You’re telling me THE WHOLE WORLD didn’t fake a pandemic for the US election? No way...",The pandemic is still very much real and has absolutely nothing to do with American election cycles. It is still happening. Please take it seriously. ,"यह 3 नवंबर के बाद है तो यह निश्चित रूप से अब खत्म होना चाहिए ... प्रतीक्षा ... मैं भ्रमित हूं ... एक दिन में 121,000 मामले? आप मुझे बता रहे हैं कि पूरी दुनिया ने अमेरिकी चुनावों के लिए महामारी का निर्माण नहीं किया था? कोई रास्ता नहीं ...","उपासना ने बताया 'हमारे पास पूरे महीनेभर की शूटिंग डेट्स हैं, तो मुझे तो नहीं लगता कि यह बंद होगा। आखिरकार यह बेहद हिट शो है। ये ऐसे ही बंद नहीं हो सकता। तीन-चार दिन में और स्थिति साफ हो जाएगी कि यह बंद हो रहा है या नहीं।'",0.60844743
"I asked my husband to buy dog poo bags when he went out earlier and they'd sold out. So instead of going to another shop, he bought bin bags. So now I still can't clean up after the dog but if I happen to buy a donkey and need to clean up after that, I'm sorted.",I asked my husband to buy dog poo bags but the shop had run out so he bought bin bags instead.  ,"मैंने अपने पति से पहले कुत्ते के कंकड़ के बैग खरीदने के लिए कहा था और वे बिक चुके थे, इसलिए दूसरे स्टोर जाने के बजाय उसने कचरे के बैग खरीदे। इसलिए अब भी मैं कुत्ते के बाद साफ नहीं कर सकता लेकिन अगर मैं एक गधे खरीदता हूं और उसके बाद साफ करने की जरूरत है, तो मैं व्यवस्थित हूं।","उन्होंने आगे कहा, ""जिसके उपरांत मैंने अपनी पत्नी को पूछताछ के लिए बुलाया कि क्या उसने उन्हें कहीं और रखा है और फिर उसके उपरांत गोमती नगर के एसएचओ को मौके का निरीक्षण करने के लिए बुलाया।"" एसएचओ, गोमती नगर एक्सटेंशन, पवन कुमार ने बोला, ""हमने आपराधिक विश्वासघात तोड़ने का केस दर्ज किया है और मामले की कार्रवाई कर रहे हैं।""",0.6084474
"Thank you twitter for deciding to completely reset your list of the ""suggested topics to follow"" I've clicked to ignore (all of them), so now I'm back to seeing hundreds of them, every time. Really appreciate you doing that.","Twitter has reset the ""topics you might be interested in"". It's awful - all the topics I've clicked ""ignore"" on are coming back to the ""topics..."" section when I scroll any profile or TL, and it's so become a very frustrating experience.","धन्यवाद ट्विटर ने पूरी तरह से अपने ""अनुशंसित विषयों का अनुसरण करने"" की सूची को रीसेट करने का फैसला करने के लिए, मैंने अनदेखा करने के लिए क्लिक किया है (उनमें से सभी), इसलिए अब मैं हर बार सैकड़ों को देखने के लिए वापस आ गया हूं।",उल्लेखनीय है कि रविवार को राज ठाकरे ने शिवसेना के सभी पदों से इस्तीफ़ा दे दिया था और उद्धव ठाकरे की खुली शिकायत करते हुए कहा था कि पिछले दस सालों से उनकी उपेक्षा हो रही है.,0.6084113
@PoliticalOrgy I thing you might be on to somethink!🙄,I don't think I could.,@PoliticalOrgy मुझे लगता है कि आप कुछ सोच रहे होंगे!🙄,राजनीति से जुड़े विचार.,0.60838807
this is my 3rd time taking a biology course and it’s so EASY wow i love biology so much i’m so glad i’m so good at this subject.,"""This is my 3rd time taking the same biology course, I am not good at this subject at all""",यह मेरी तीसरी बार जीव विज्ञान पाठ्यक्रम ले रहा है और यह इतना आसान है वाह मुझे जीव विज्ञान बहुत पसंद है मुझे बहुत खुशी है कि मैं इस विषय में इतना अच्छा हूँ।,"मॉन्ट्रियल में यह हैमिल्टन की तीसरी जीत है. 2007 में यहीं पर उन्होंने अपनी पहली ग्रां प्री जीती थी. उन्होंने कहा, ""कितना अच्छा अनुभव है. यहां मैंने अपना पहली ग्रां प्री जीती और मुझे पता था कि आज की रेस बहुत ही मुश्किल होगी लेकिन मुझे इसका हर एक मिनट अच्छा लगा.""",0.6083624
School psych life if fun because you can feel like complete shit but chances are you have meeting that determines changes in a student’s education that’s bound by legal timelines and took coordination of 6 different schedules and you’re the only one who can run it,It's hard being a school psychologist because you can feel like complete garbage but chances are you have a meeting that determines changes in a student's education that's bound by legal timelines and took coordination of 6 different schedules and you're the only one who can run it.,स्कूल मनोवैज्ञानिक जीवन अगर मज़ा है क्योंकि आप पूरी तरह से बकवास की तरह महसूस कर सकते हैं लेकिन संभावना है कि आप एक बैठक है कि एक छात्र की शिक्षा में परिवर्तन को निर्धारित करता है कि कानूनी समय सीमा से बंधा है और 6 अलग-अलग कार्यक्रमों का समन्वय लिया है और आप केवल एक हैं जो इसे चलाने के लिए कर सकते हैं,"यह उम्र के लिए एक सवाल है: मैं दुखी क्यों हूं? ऐसा क्यों लगता है कि आपके आस-पास हर किसी के पास चीजें हैं, करने के लिए जगह है, और घटनाओं के बारे में उत्साहित होने के लिए, जबकि आप स्थायी रूप से शून्यता, स्तब्धता और नाखुशी की स्थिति में फंस गए हैं? यह जीवन और खुशी के बारे में क्या है जो हर किसी को लगता है... क्या आप अपने आप से पूछ रहे हैं, 'मैं अपने प्रेमी को कैसे वापस ला सकता हूं?' ब्रेकअप से भी बदतर कुछ चीजें हैं, चाहे कोई भी हो, 'ब्रेक अप' की पहल करता है। और कभी-कभी एक ब्रेकअप आपके जीवन के सबसे खराब निर्णय की तरह महसूस कर सकता है, और केवल एक चीज जो आप करना चाहते हैं वह है अपने पूर्व प्रेमी [& hellip] पर अपना रास्ता वापस लड़ना;] क्या आपके पास दोस्ती है जो आपको खुशी से अधिक तनाव लाती है? तुम अकेले नहीं हो। दुखद वास्तविकता यह है कि हम सभी कम से कम आंशिक रूप से विषाक्त मित्रता से घिरे हैं। पीएलओएस वन में प्रकाशित एक हालिया अध्ययन के अनुसार, औसत व्यक्ति की मित्रता का केवल 50% ही दोनों तरीकों से जाता है। इसका मतलब यह है कि सभी से बाहर... यदि आपने कभी चीनी इतिहास का अध्ययन किया है, तो आपको निस्संदेह महान दार्शनिक कन्फ्यूशियस के बारे में सुना होगा। न केवल उनके ज्ञान के शब्दों का इस दिन तक चीनी समाज पर भारी प्रभाव पड़ा, बल्कि उन्होंने अनगिनत लोगों को नैतिक और सार्थक जीवन जीने में मदद की। वह जाने-माने सिद्धांत के साथ आया था 'दूसरों के लिए मत करो कि तुम क्या [& hellip?] अधिक क्या बाकी लोगों से विस्तार-ऑक्सीकरणित लोगों को अलग करता है? क्या यह एक अच्छी चीज है? या बुरी बात है? विस्तार से जानिए लोगों की इन 9 आदतों के साथ जानें यह आश्चर्य की बात हो सकती है कि लोग दूसरों द्वारा 'स्वीकार किए गए' चीजों को करने के लिए कितनी दूर जाएंगे। न्याय नहीं करने के लिए, लोग वास्तव में दूसरों के साथ अपनी भागीदारी या अनुभव को सीमित कर सकते हैं। उदाहरण के लिए, कोई व्यक्ति गूंगा दिखने के डर से कक्षा में नहीं बोल सकता है, कोई अपने क्रश को यह नहीं बता सकता है कि वे कैसा महसूस करते हैं [और नरक;]",0.6083257
"I recovered a repressed memory today of working at @kumandgo in high school 13 years ago &amp; having to answer the phone as “we go all out at Kum &amp; Go, this is Shelby. How can I help you?” And the prank calls that led to. Pretty sure K&amp;G owe me therapy.",I don't think K&G owes me therapy.,"मुझे 13 साल पहले हाई स्कूल में @kumandgo में काम करने की एक संकुचित स्मृति मिली और मुझे फोन का जवाब देना पड़ा क्योंकि हम Kum &amp; Go में सब कुछ करते हैं, यह Shelby है। मैं आपकी मदद कैसे कर सकता हूं?","आमिर ने अपनी फिल्म के प्रचार के लिए सलमान का शुक्रिया करते हुए कहा, ‘‘मैं उन्हें इसके लिए श्रेय देता हूं. यह उनका प्यार और स्नेह है और मुझे उम्मीद है कि मैं भी उनके लिए कुछ सकता हूं और मैं ऐसा जरूर करूंगा.’’",0.6083027
my computer does this fun thing now where it shakes in a way that exactly replicates what happens to my vision when i forget my meds so that’s exciting !,Yes,मेरे कंप्यूटर अब इस मजेदार काम करता है जहां यह एक तरह से हिलाता है कि ठीक से दोहराता है कि क्या होता है मेरे दृष्टि के लिए जब मैं अपने दवाओं को भूल जाता है तो यह रोमांचक है !,"कॉफी दबाने जा सकते हैं  मिठाइयों के लिए cravings - यह उन क्षणों में उपयोगी है जब आप खुद से कहते हैं: ""अगर मैं कुछ मीठा नहीं खाता - मैं मर जाऊंगा!""।",0.60828954
I love online shopping because if I am physically in a store and an employee even looks at me I will immediately leave.,I like online shopping because I am shy.,मुझे ऑनलाइन खरीदारी करना बहुत पसंद है क्योंकि अगर मैं भौतिक रूप से किसी दुकान में हूँ और कोई कर्मचारी मुझे भी देखता है तो मैं तुरंत चला जाता हूँ।,"मैं तब लगभग हमेशा पूछताछ करता हूं, ""क्यों?"" बिक्री के बिना अपने ग्राहकों के साथ बातचीत और संचार करने के तरीके के रूप में सामग्री के बारे में सोचें।",0.6082127
"Someone in the pub just described the England team as ""a bunch of Marxists"". Makes you proud doesn't it?","Someone in the pub just described the England team as a ""bunch of Marxists"". What an idiot!","पब में किसी ने अभी इंग्लैंड टीम को ""मार्क्सवादियों का एक गुच्छा"" बताया है। यह आपको गर्व करता है, है ना?",बहुत से लोगों ने फ़ेसबुक पर इस विज्ञापन को 'सरासर बेवकूफ़ी' करार दिया तो कुछ ने 'राष्ट्रीय शर्म' बताया.,0.6082117
my computer does this fun thing now where it shakes in a way that exactly replicates what happens to my vision when i forget my meds so that’s exciting !,Yes,मेरे कंप्यूटर अब इस मजेदार काम करता है जहां यह एक तरह से हिलाता है कि ठीक से दोहराता है कि क्या होता है मेरे दृष्टि के लिए जब मैं अपने दवाओं को भूल जाता है तो यह रोमांचक है !,"पुरानी बातों को याद करके रघुबीर यादव भावुक हो जाते हैं और कहते हैं कि यदि उस समय मैंने पूनम को खेलने से रोक दिया होता तो मेरे लिए ये कितना बड़ा अपराध होता, मैं सोच भी नहीं सकता हूं.",0.60818005
I love leaving the doctors office in tears. I need this kid to just decide to leave my body so we can be done and home together.,I hate leaving the doctors office crying. ,"मुझे डॉक्टरों के कार्यालय से आंसू बहा कर जाना बहुत पसंद है, मुझे इस बच्चे को बस मेरे शरीर को छोड़ने का फैसला करने की जरूरत है ताकि हम काम कर सकें और एक साथ घर आ सकें।","“देश के लिए यह बहुत गर्व की बात है. इस जीत का श्रेय पूरी टीम को जाता है, क्योंकि बहुत सारे खिलाड़ी चोटिल हो गए थे और उसके बाद उन्होंने ऐसा प्रदर्शन किया है. जब मैं खुद चोटिल हुआ था तो मेरी आंखों में आंसू आ गए थे, क्योंकि हम उस जगह से छोड़कर आए थे, जहां से हमने प्लानिंग की थी. हमारी बेंच स्ट्रेंथ ने साबित किया है कि हम किसी भी टीम को उसके घर में हरा सकते हैं.”",0.60817397
It was the jerseys,Theyre embarrassed of their uniforms so theyre playing badly ,यह टी-शर्ट थे,ये थे चर्चा के बिंदु,0.6080867
"how you gonna ask me how i’m doing “on this fine labor day” while you’re off, as I’m ringing you out, on labor day.
how do you think i am 💀","“I’m working on Labor Day, I am obviously not having a great day as I could be off like you are but I’m not.”","आप मुझे कैसे पूछेंगे कि मैं इस अच्छे श्रम दिवस पर कैसे हूं जब आप छुट्टी पर हैं, जैसा कि मैं आपको कॉल कर रहा हूं, श्रम दिवस पर। आप मुझे कैसे सोचते हैं?","नींद 😶 मुझे न आती है तो कैसे तुम सो जाते हो, 🙄 मेरे जायज़ सवालों पे तुम चुप कैसे हो जाते हो, 😏 दिनभर मुझे रुलाते हो बस ये बता दो किस हक से, 😏 तुम पत्थर दिल हो जाते हो बस ये बता दो किस 😏हक से..",0.608019
I love leaving the doctors office in tears. I need this kid to just decide to leave my body so we can be done and home together.,I hate leaving the doctors office crying. ,"मुझे डॉक्टरों के कार्यालय से आंसू बहा कर जाना बहुत पसंद है, मुझे इस बच्चे को बस मेरे शरीर को छोड़ने का फैसला करने की जरूरत है ताकि हम काम कर सकें और एक साथ घर आ सकें।",आज आपका मन करेगा कि आप घर और ऑफिस से बाहर निकल कर प्रकृति का आनंद लें। आप अपने तनाव को खत्म करके अपने दिमाग को शांत करना चाहते हैं। इसके लिए आप अपने परिवार के साथ किसी बाग-बगीचे में घूमने जा सकते हैं और वहां बैठ कर गप्पें मार सकते हैं। आजका दिन आराम करने के लिए अच्छा है।,0.60801756
I love online shopping because if I am physically in a store and an employee even looks at me I will immediately leave.,I like online shopping because I am shy.,मुझे ऑनलाइन खरीदारी करना बहुत पसंद है क्योंकि अगर मैं भौतिक रूप से किसी दुकान में हूँ और कोई कर्मचारी मुझे भी देखता है तो मैं तुरंत चला जाता हूँ।,"सलमान ने यहां अहमदाबाद के आईआईएम में शुक्रवार रात एक फैशन शो के दौरान कहा, ""मैं अधिक कपड़ों के साथ असहज महसूस करता हूं। जब मैं कपड़े पहनना शुरू करता हूं तो मुझे लगता है कि कुछ हो जाता है।""",0.6080162
"Are GoFundMe accounts a form of socialism?  I don’t have enough money to pay my bills, so let me create an account an ask for money to help pay my bills. ??",I would probably word it as a question:  Do you think that using Go Fund Me to ask for money to pay bills is a form of socialism?,"क्या GoFundMe खाते समाजवाद का एक रूप हैं? मेरे पास अपने बिलों का भुगतान करने के लिए पर्याप्त पैसा नहीं है, इसलिए मुझे एक खाता बनाने दें और अपने बिलों का भुगतान करने में मदद करने के लिए पैसे मांगें। ??","7. Blog बनाकर Blogging करने के लिए आपको ज्यादा पैसों की ज़रुरत नही पड़ती है! बस आपको एक डोमेन खरीदना होता है । 9. Blogging से आप कई सारे माध्यमो के जरिये पैसे कमा सकते है! जैसे Google Adsense, Affiliates Marketing, Product Reviews आदि जैसे तरीके से कमा हो । 10. Blogging से पैसे कमाने के साथ-साथ दूसरे लोगो की हेल्प करने का मौका मिलता है! जो एक बहुत बड़ी बात होता है। तो दोस्तों मुझे लगता है! इस पोस्ट को पूरा पढ़ने के बाद आप समझ गए होंगे की आप अपना खुद का Free Blog website कैसे बना सकते है! और साथ ही free blog बनाने के क्या फ़ायदे है चुके होंगे । मुझे उमीद है कि आपको यह पोस्ट पसंद आयी होगी! इसलिए इसे अपने उन दोस्तों के साथ Share करे जो free blog बनाकर काम कर सके और इसे पैसे कमा सके और अगर आपका कोई सवाल है! तो हमे Comment में बताये जिससे आपकी मदद कर पाए । Blog बनाने से पहले आपको कुछ FACTS (फ़ैक्ट) जानकारी के तौर पर बता दे कि बहुत सारे ऐसे Blogger है जिन्होंने Blogging को Part Time शुरू किया था या यूँ कहें कि ज्ञान को बाटने के लिए शुरू किया था और आज वह Blogging के द्वारा इतना कमा लेते है कि, उनको कोई जॉब (job) या नौकरी करने की जरूरत नही है। क्योकि Blog से पैसे कमाने की कोई सीमा नही है इससे आप लाखों रुपये (लगभग) 100000 से 500000 से भी ज्यादा कमा सकते है:- Free Blog और Website बनाने के लिए इंटरनेट (Internet) पर कई सारे Platform मौजूद है। हम आपको उनमे से कुछ खास Platform (प्लैटफ़ार्म) के बारे में बताने वाले है जो सबसे ज्यादा Popular और विश्वसनीय (Genuine) है, जिसे आप एक फ्री ब्लॉग (Free Blog) और Professional Blog Website बना सकते है।",0.60796976
"""You're not a normal white girl"" lol ok",I am a normal white woman,"""आप एक सामान्य सफेद लड़की नहीं हैं"" lol ठीक है","मोदी सामान्य व्यक्ति नहीं, हिमालय से आए योगी हैं:",0.6079118
"""I'm concerned about the environmental impact of my contact lenses,"" says the occasional daily wearer, throwing their Starbucks cup in the test room bin.",You can't care about the environment only when it's convenient to you. ,"""मैं अपने संपर्क लेंस के पर्यावरणीय प्रभाव के बारे में चिंतित हूं"", वह कहते हैं, जो कभी-कभी अपने स्टार्बक्स कप को परीक्षण कक्ष के डिब्बे में फेंकते हैं।",एंजेलीना ने कहा कि वह बच्चों के सोशल मीडिया के इस्तेमाल करने को लेकर भी चिंतित रहती हैं।,0.60791147
this is my 3rd time taking a biology course and it’s so EASY wow i love biology so much i’m so glad i’m so good at this subject.,"""This is my 3rd time taking the same biology course, I am not good at this subject at all""",यह मेरी तीसरी बार जीव विज्ञान पाठ्यक्रम ले रहा है और यह इतना आसान है वाह मुझे जीव विज्ञान बहुत पसंद है मुझे बहुत खुशी है कि मैं इस विषय में इतना अच्छा हूँ।,"सवाल- पिछले साल मैंने एक कॉलेज में बीएससी ऑनर्स मैथमेटिक्स में दाखिला लिया, अब मैं अपना कोर्स बदलना चाहती हूं, क्या मैं दोबारा डीयू में आवेदन कर सकती हूं?",0.6078932
@SuspendThePres But what were the ratings??  (Replied to his Tweet with the same thing.),Ratings should not matter.,@SuspendThePres लेकिन रेटिंग क्या थी?,लेकिन सल्यूशन कहां है?,0.60787547
Just had a flashback about a boy and nearly threw up in my mouth,Just thought about a boy I used to sleep with and felt uncomfortable.,बस एक लड़के के बारे में एक फ्लैशबैक था और लगभग मेरे मुंह में vomited,बस में था एक बच्चा और शीशे पर लगा पत्थर,0.60783386
okay but like the say so song ain’t that bad. I’m unironically jam to it lmao,The say so song was good after the first 5 listens but after that it got annoying,"ठीक है, लेकिन जैसा कि कहा जाता है गीत इतना बुरा नहीं है.",वहीं कंगना का कहना है कि इसे आइटम नंबर नहीं कहा जा सकता क्योंकि उसे आइटम पसंद नहीं है। मैनें फिल्म में डांस को बहुत एजॉय किया।,0.6078293
Wow... the universe gave me the task of a potty training a whole human? the audacity.,I absolutely hate potty training toddlers. ,वाह... ब्रह्मांड ने मुझे पूरे मानव को प्रशिक्षित करने के लिए एक बर्तन का काम दिया?,"मेरी उम्मीदः एक किताब, एक कलम, एक बच्चा और एक शिक्षक दुनिया को बदल सकता है।",0.60773206
Overthinking everything in life really takes a toll on you,"There is a contrast between the word ""overthinking"" and how everything in life really does not take a toll on you.
",जीवन में हर चीज के बारे में अधिक सोचने से वास्तव में आप पर एक टोल पड़ता है,4. आपके पास अपने पूरे दिन के बारे में सोचने के लिए केवल एक चीज है और वो है ऑनलाइन शॉपिंग.,0.607723
I can't believe today is the last day we can be gay.,Today is the last day of pride month.,मैं विश्वास नहीं कर सकता कि आज आखिरी दिन है जब हम समलैंगिक हो सकते हैं।,"अपनी बात पूरी करते हुए नोलन कहते हैं, ''19 साल की उम्र में पहली बार मेरे संबंध एक पुरुष से बने. तब मुझे इस बात का यक़ीन हो गया कि मैं एक समलैंगिक हूं.''",0.6076082
They really said you can’t have nice weather AND no lockdown for your bday this year huh,can't i have nice weather for my birthday even if we're in lockdown?,वे वास्तव में कहा है कि आप अच्छा मौसम नहीं कर सकते हैं और इस साल अपने जन्मदिन के लिए कोई लॉकडाउन नहीं है हह,खान ने कहा कि यह संभव नहीं था कि विश्व टी20 इस साल ऑस्ट्रेलिया में आयोजित किया जाए.,0.6075991
"Goodness my parents are actually watching something on Apple TV+, brilliant, yet another streaming service! 😪",Annoying that we have to use another streaming service to watch some TV,"भगवान मेरे माता-पिता वास्तव में एप्पल टीवी+ पर कुछ देख रहे हैं, शानदार, एक और स्ट्रीमिंग सेवा! ",सोनी एंटरटेनमेंट टेलीविजन की लोकप्रिय फ्रैंचाइज़ी 'कुछ रंग प्यार के ऐसे भी' की मां-बेटे की जोड़ी- ईश्वरी और देव फिर से टेलीविजन पर लौट आए हैं!। सभी ने पर्दे पर मां-बेटे की इस जोड़ी के बीच खूबसूरत पलों को देखा है। उनके प्यार और आपसी रिश्तों को दर्शकों ने बहुत पसंद किया है।,0.6075643
What a wonderful time to have your AC go out https://t.co/jqjqG1dGOa,Literally the worst possible time to have my AC go out. ,क्या एक अद्भुत समय अपने AC बंद करने के लिए है https://t.co/jqjqG1dGOa,4G कनेक्‍शन लेने का सही समय?,0.6075557
"@JoeTalkShow @EdwardNorton Get ratioed, then tell us more about the ""hate-filled left,"" especially about how the Republicans and independents who voted for Biden are somehow part of that group 🤣","""Biden is a liberal, not a leftist. Liberals are center-right. People who voted for Biden came from everywhere on the political spectrum, including conservatives and independents, so stop trying the blame some imaginary 'hate-filled left.'""","@JoeTalkShow @EdwardNorton अनुपात प्राप्त करें, फिर हमें ""द्वेष से भरे वामपंथ"" के बारे में अधिक बताएं, विशेष रूप से इस बारे में कि कैसे रिपब्लिकन और स्वतंत्र जो बिडेन के लिए मतदान करते हैं वे किसी तरह उस समूह का हिस्सा हैं 🤣","“हम सबकी ज़िम्मेदारी बनती है कि हमें वहाँ पे वोट ऐसे कैंडिडेट को, ऐसी पार्टी को डालना है, जो वहाँ पर बीजेपी को हरा सके। लेकिन हमें ये भी पता है सबको कि ये एक फैक्ट है कि पूरे देश भर में कोई ऐसी सिंगल पार्टी नहीं है जो बीजेपी को हरा सके। अलग अलग स्टेट्स में अलग-अलग पार्टियाँ हैं जो बीजेपी को हराने का माद्दा रखतीं हैं। फॉर इग्ज़ाम्पल (उदाहरण के तौर पर) आज या कल में यूपी का एक फेज़ था। तो अगर आप यूपी में देखें तो यूपी में बीजेपी को सिर्फ एसपी और बीएसपी की कोएलीशन (गठबंधन) हरा सकती है और कोई नहीं हरा सकता। सो इफ़ वे वर यूपी वोटर्स (तो अगर हम यूपी के मतदाता हैं) तो हमें क्या करना चाहिए था? हमें अपना वोट जा के एसपी-बीएसपी के गठबंधन को देना चाहिए, चाहे उनका जैसा भी कैंडिडेट हो। हमारे एक जानकार हैं उनसे बात हो रही थी। तो कहते हैं जी हमारे इलाके का (महागठबंधन) कैंडिडेट गुंडा है, मैं क्या करूँ? आइ सेड (मैंने कहा) अभी आँख बंद कर के कोएलीशन को डाल दो वोट। बिकॉज़ दिस इज़ एन इलेक्शन (क्योंकि यह एक ऐसा चुनाव है) जहाँ पर बीजेपी को हराना ज़रूरी है।”",0.6075254
I love when I learn about stuff I've apparently done and said from people😂,I absolutely hate when I learn about things I have done from other people. ,मुझे पसंद है जब मैं लोगों से उन चीजों के बारे में सीखता हूं जो मैंने जाहिर तौर पर की हैं और कहा है😂,राहुल गांधी का कहना था कि मैंने मोदी से यह सीखा है कि मुझे क्या नहीं करना चाहिए और हम कभी भी किसी से मुक्त भारत की बात नहीं करेंगे।,0.6075144
